LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,One
Time_Pref,Absolute
Operator,rhh39
Date,2021/04/30
Time,15:40:01.3465619087219238281
***End_of_Header***,
,
Channels,4,,,,
Samples,10,10,10,10,
Date,2021/04/30,2021/04/30,2021/04/30,2021/04/30,
Time,15:40:01.3465619087219238281,15:40:01.3465762138366699219,15:40:01.3465900421142578125,15:40:01.3465619087219238281,
Y_Unit_Label,Volts,Volts,Volts,mA,
X_Dimension,Time,Time,Time,Time,
X0,0.0000000000000000E+0,0.0000000000000000E+0,0.0000000000000000E+0,0.0000000000000000E+0,
Delta_X,0.100000,0.100000,0.100000,0.100000,
***End_of_Header***,,,,,
X_Value,Heater Shunt (Mean),Heater Voltage (Mean),Thermopile Voltage (Mean),Heater Current (Mean),Comment
0.000000,0.961331,2.614275,1.985965,96.133100
0.100000,0.961364,2.614250,1.986052,96.136389
0.200000,0.961316,2.614248,1.986090,96.131620
0.300000,0.961358,2.614227,1.986151,96.135797
0.400000,0.961332,2.614225,1.986100,96.133166
0.500000,0.011453,0.027414,1.686490,1.145340
0.600000,0.001847,0.022144,1.537805,0.184735
0.700000,0.001866,0.021991,1.526030,0.186610
0.800000,0.001855,0.022017,1.519840,0.185491
0.900000,0.001860,0.021994,1.515405,0.185952
1.000000,0.951829,2.234773,1.685740,95.182889
1.100000,0.961342,2.595121,1.934147,96.134186
1.200000,0.961365,2.610344,1.962824,96.136488
1.300000,0.961323,2.611337,1.969894,96.132311
1.400000,0.961359,2.611696,1.973714,96.135896
1.500000,0.011444,0.027450,1.677766,1.144386
1.600000,0.001869,0.022098,1.531149,0.186906
1.700000,0.001859,0.021933,1.521000,0.185853
1.800000,0.001869,0.022052,1.515762,0.186939
1.900000,0.001859,0.021945,1.511680,0.185919
2.000000,0.951806,2.233083,1.682387,95.180586
2.100000,0.961354,2.593506,1.930759,96.135435
2.200000,0.961324,2.609166,1.959967,96.132409
2.300000,0.961367,2.610123,1.966999,96.136718
2.400000,0.961335,2.610612,1.971232,96.133462
2.500000,0.011457,0.027323,1.675549,1.145669
2.600000,0.001850,0.022119,1.529254,0.184965
2.700000,0.001876,0.022042,1.519306,0.187629
2.800000,0.001858,0.021923,1.513781,0.185787
2.900000,0.001876,0.021993,1.510330,0.187629
3.000000,0.951809,2.232123,1.680575,95.180915
3.100000,0.961365,2.592883,1.929146,96.136455
3.200000,0.961348,2.608293,1.958473,96.134778
3.300000,0.961338,2.609440,1.965704,96.133824
3.400000,0.961365,2.609818,1.969861,96.136488
3.500000,0.011444,0.027323,1.674521,1.144419
3.600000,0.001874,0.022020,1.528323,0.187399
3.700000,0.001856,0.021965,1.518443,0.185623
3.800000,0.001869,0.021950,1.512944,0.186906
3.900000,0.001858,0.021902,1.509232,0.185755
4.000000,0.951830,2.231556,1.679717,95.182987
4.100000,0.961326,2.592335,1.928226,96.132640
4.200000,0.961368,2.607945,1.957474,96.136784
4.300000,0.961337,2.608990,1.964639,96.133692
4.400000,0.961341,2.609542,1.969167,96.134087
4.500000,0.011448,0.027371,1.673855,1.144846
4.600000,0.001864,0.022131,1.527863,0.186412
4.700000,0.001859,0.021960,1.517808,0.185853
4.800000,0.001861,0.021938,1.512569,0.186051
4.900000,0.001867,0.021915,1.508706,0.186741
5.000000,0.951774,2.231147,1.679165,95.177396
5.100000,0.961365,2.591840,1.927532,96.136521
5.200000,0.961325,2.607545,1.957082,96.132475
5.300000,0.961371,2.608691,1.964118,96.137146
5.400000,0.961318,2.609089,1.968678,96.131785
5.500000,0.011452,0.027453,1.673338,1.145175
5.600000,0.001857,0.022057,1.527161,0.185722
5.700000,0.001873,0.022011,1.517427,0.187333
5.800000,0.001871,0.021846,1.512009,0.187103
5.900000,0.001860,0.021897,1.508700,0.185985
6.000000,0.951839,2.230723,1.678733,95.183941
6.100000,0.961334,2.591748,1.927279,96.133396
6.200000,0.961362,2.607307,1.956678,96.136159
6.300000,0.961336,2.608434,1.963958,96.133561
6.400000,0.961372,2.608904,1.968311,96.137179
6.500000,0.011439,0.027539,1.673081,1.143926
6.600000,0.001869,0.022073,1.527332,0.186906
6.700000,0.001860,0.021915,1.517197,0.185985
6.800000,0.001869,0.021973,1.511932,0.186939
6.900000,0.001860,0.021866,1.508277,0.186018
7.000000,0.951820,2.230611,1.678593,95.181968
7.100000,0.961365,2.591433,1.927141,96.136488
7.200000,0.961324,2.607149,1.956471,96.132409
7.300000,0.961363,2.608222,1.963838,96.136323
7.400000,0.961333,2.608789,1.968258,96.133298
7.500000,0.011446,0.027468,1.672966,1.144649
7.600000,0.001855,0.022063,1.526915,0.185459
7.700000,0.001878,0.021971,1.517100,0.187794
7.800000,0.001860,0.021874,1.511866,0.185952
7.900000,0.001874,0.021956,1.508335,0.187399
8.000000,0.951790,2.230152,1.678494,95.179008
8.100000,0.961352,2.591308,1.927115,96.135172
8.200000,0.961350,2.606791,1.956221,96.135008
8.300000,0.961335,2.608018,1.963613,96.133495
8.400000,0.961372,2.608385,1.968091,96.137212
8.500000,0.011438,0.027553,1.672907,1.143794
8.600000,0.001863,0.022045,1.526803,0.186314
8.700000,0.001848,0.021905,1.516983,0.184834
8.800000,0.001874,0.021953,1.511892,0.187432
8.900000,0.001853,0.021869,1.508097,0.185294
9.000000,0.951807,2.229950,1.678322,95.180718
9.100000,0.961325,2.590890,1.926868,96.132508
9.200000,0.961360,2.606644,1.956492,96.135995
9.300000,0.961336,2.607747,1.963731,96.133594
9.400000,0.961352,2.608296,1.968119,96.135205
9.500000,0.011440,0.027355,1.672978,1.143991
9.600000,0.001854,0.022134,1.526804,0.185426
9.700000,0.001865,0.021881,1.517093,0.186511
9.800000,0.001854,0.021960,1.511902,0.185426
9.900000,0.001877,0.021861,1.508148,0.187728
10.000000,0.951787,2.229837,1.678353,95.178745
10.100000,0.961369,2.590719,1.927207,96.136948
10.200000,0.961319,2.606363,1.956586,96.131850
10.300000,0.961366,2.607535,1.963916,96.136587
10.400000,0.961330,2.607959,1.968277,96.133034
10.500000,0.011450,0.027327,1.673034,1.145011
10.600000,0.001857,0.022043,1.527013,0.185656
10.700000,0.001869,0.021947,1.517154,0.186906
10.800000,0.001856,0.021897,1.511987,0.185557
10.900000,0.001856,0.021953,1.508493,0.185590
11.000000,0.951812,2.229459,1.678710,95.181211
11.100000,0.961324,2.590537,1.927414,96.132377
11.200000,0.961370,2.606296,1.956790,96.137014
11.300000,0.961329,2.607420,1.964234,96.132903
11.400000,0.961363,2.607913,1.968755,96.136291
11.500000,0.011441,0.027392,1.673540,1.144090
11.600000,0.001872,0.022040,1.527385,0.187202
11.700000,0.001847,0.021866,1.517724,0.184669
11.800000,0.001866,0.021919,1.512410,0.186577
11.900000,0.001850,0.021850,1.508935,0.184998
12.000000,0.951802,2.229470,1.679168,95.180159
12.100000,0.961363,2.590465,1.927951,96.136323
12.200000,0.961339,2.606171,1.957497,96.133890
12.300000,0.961358,2.607226,1.964802,96.135830
12.400000,0.961319,2.607744,1.969509,96.131949
12.500000,0.011457,0.027253,1.674086,1.145669
12.600000,0.001856,0.022009,1.528082,0.185557
12.700000,0.001868,0.021877,1.518216,0.186840
12.800000,0.001855,0.021917,1.512929,0.185459
12.900000,0.001876,0.021950,1.509392,0.187629
13.000000,0.951810,2.229206,1.679694,95.180981
13.100000,0.961358,2.590256,1.928285,96.135797
13.200000,0.961347,2.605796,1.957860,96.134745
13.300000,0.961352,2.606976,1.965170,96.135205
13.400000,0.961346,2.607423,1.969943,96.134580
13.500000,0.011440,0.027382,1.674340,1.144024
13.600000,0.001864,0.022037,1.528144,0.186445
13.700000,0.001856,0.021965,1.518341,0.185623
13.800000,0.001868,0.021912,1.512905,0.186840
13.900000,0.001853,0.021846,1.509494,0.185327
14.000000,0.951831,2.228893,1.679763,95.183053
14.100000,0.961328,2.589927,1.928252,96.132771
